,USAF,YR--MODAHRMN,TEMP,MAX,MIN,CELSIUS
1509,28450,201705220100,2.0,,,5
1510,28450,201705220120,2.0,,,6
1511,28450,201705220150,2.0,,,6
1512,28450,201705220200,2.0,,,5
1513,28450,201705220220,2.0,,,5
1514,28450,201705220250,2.0,,,6
1515,28450,201705220300,2.0,,,5
1516,28450,201705220320,2.0,,,6
1517,28450,201705220350,2.0,,,6
1518,28450,201705220400,2.0,,,6
1519,28450,201705220420,2.0,,,6
1520,28450,201705220450,2.0,,,6
1521,28450,201705220500,2.0,,,6
1522,28450,201705220520,2.0,,,7
1523,28450,201705220550,2.0,,,7
1524,28450,201705220600,2.0,2.0,2.0,7
1525,28450,201705220620,2.0,,,7
1526,28450,201705220650,2.0,,,7
1527,28450,201705220700,2.0,,,7
1528,28450,201705220720,2.0,,,7
1529,28450,201705220750,2.0,,,7
1530,28450,201705220800,2.0,,,8
1531,28450,201705220820,2.0,,,7
1532,28450,201705220850,2.0,,,8
1533,28450,201705220900,2.0,,,9
1534,28450,201705220920,2.0,,,8
1535,28450,201705220950,2.0,,,8
1536,28450,201705221000,2.0,,,10
1537,28450,201705221020,2.0,,,10
1538,28450,201705221050,2.0,,,10
1539,28450,201705221100,2.0,,,11
1540,28450,201705221120,2.0,,,10
1541,28450,201705221150,2.0,,,10
1542,28450,201705221200,2.0,,,11
1543,28450,201705221220,2.0,,,11
1544,28450,201705221250,2.0,,,11
1545,28450,201705221300,2.0,,,11
1546,28450,201705221320,2.0,,,11
1547,28450,201705221350,2.0,,,11
1548,28450,201705221400,2.0,,,11
1549,28450,201705221420,2.0,,,11
1550,28450,201705221450,2.0,,,11
1551,28450,201705221500,2.0,,,11
1552,28450,201705221520,2.0,,,12
1553,28450,201705221550,2.0,,,12
1554,28450,201705221600,2.0,,,11
1555,28450,201705221620,2.0,,,11
1556,28450,201705221650,2.0,,,11
1557,28450,201705221700,2.0,,,11
1558,28450,201705221720,2.0,,,11
1559,28450,201705221750,2.0,,,11
1560,28450,201705221800,2.0,2.0,2.0,11
1561,28450,201705221820,2.0,,,10
1562,28450,201705221850,2.0,,,8
1563,28450,201705221900,2.0,,,9
1564,28450,201705221920,2.0,,,8
1565,28450,201705221950,2.0,,,8
1566,28450,201705222000,2.0,,,8
1567,28450,201705222020,2.0,,,7
1568,28450,201705222050,2.0,,,7
1569,28450,201705222100,2.0,,,7
1570,28450,201705222120,2.0,,,7
1571,28450,201705222150,2.0,,,7
1572,28450,201705222200,2.0,,,6
1573,28450,201705222220,2.0,,,7
1574,28450,201705222250,2.0,,,6
1575,28450,201705222300,2.0,,,6
1576,28450,201705222320,2.0,,,6
1577,28450,201705222350,2.0,,,5
1578,28450,201705230000,2.0,,,5
1579,28450,201705230020,2.0,,,5
1580,28450,201705230050,2.0,,,5
1581,28450,201705230100,2.0,,,4
1582,28450,201705230120,2.0,,,3
1583,28450,201705230150,2.0,,,3
1584,28450,201705230200,2.0,,,4
1585,28450,201705230220,2.0,,,3
1586,28450,201705230250,2.0,,,3
1587,28450,201705230300,2.0,,,4
1588,28450,201705230320,2.0,,,3
1589,28450,201705230350,2.0,,,3
1590,28450,201705230400,2.0,,,4
1591,28450,201705230420,2.0,,,5
1592,28450,201705230450,2.0,,,6
1593,28450,201705230500,2.0,,,7
1594,28450,201705230520,2.0,,,7
1595,28450,201705230550,2.0,,,7
1596,28450,201705230600,2.0,2.0,2.0,7
1597,28450,201705230620,2.0,,,6
1598,28450,201705230650,2.0,,,6
1599,28450,201705230700,2.0,,,7
1600,28450,201705230720,2.0,,,6
1601,28450,201705230750,2.0,,,6
1602,28450,201705230800,2.0,,,6
1603,28450,201705230820,2.0,,,6
1604,28450,201705230850,2.0,,,6
1605,28450,201705230900,2.0,,,7
1606,28450,201705230920,2.0,,,6
1607,28450,201705230950,2.0,,,6
1608,28450,201705231000,2.0,,,7
1609,28450,201705231020,2.0,,,7
1610,28450,201705231050,2.0,,,7
1611,28450,201705231100,2.0,,,7
1612,28450,201705231120,2.0,,,7
1613,28450,201705231150,2.0,,,7
1614,28450,201705231200,2.0,,,8
1615,28450,201705231220,2.0,,,7
1616,28450,201705231250,2.0,,,7
1617,28450,201705231300,2.0,,,8
1618,28450,201705231320,2.0,,,7
1619,28450,201705231350,2.0,,,7
1620,28450,201705231400,2.0,,,7
1621,28450,201705231420,2.0,,,7
1622,28450,201705231450,2.0,,,7
1623,28450,201705231500,2.0,,,7
1624,28450,201705231520,2.0,,,7
1625,28450,201705231550,2.0,,,7
1626,28450,201705231600,2.0,,,7
1627,28450,201705231620,2.0,,,7
1628,28450,201705231650,2.0,,,7
1629,28450,201705231700,2.0,,,7
1630,28450,201705231720,2.0,,,7
1631,28450,201705231750,2.0,,,7
1632,28450,201705231800,2.0,2.0,2.0,7
1633,28450,201705231820,2.0,,,6
1634,28450,201705231850,2.0,,,6
1635,28450,201705231900,2.0,,,5
1636,28450,201705231920,2.0,,,5
1637,28450,201705231950,2.0,,,3
1638,28450,201705232000,2.0,,,4
1639,28450,201705232020,2.0,,,3
1640,28450,201705232050,2.0,,,2
1641,28450,201705232100,2.0,,,2
1642,28450,201705232120,2.0,,,2
1643,28450,201705232150,2.0,,,2
1644,28450,201705232200,2.0,,,2
1645,28450,201705232220,2.0,,,2
1646,28450,201705232250,2.0,,,2
1647,28450,201705232300,2.0,,,1
1648,28450,201705232320,2.0,,,2
1649,28450,201705232350,2.0,,,1
1650,28450,201705240000,2.0,,,1
1651,28450,201705240020,2.0,,,2
1652,28450,201705240050,2.0,,,1
1653,28450,201705240100,2.0,,,1
1654,28450,201705240120,2.0,,,1
1655,28450,201705240150,2.0,,,1
1656,28450,201705240200,2.0,,,2
1657,28450,201705240220,2.0,,,1
1658,28450,201705240250,2.0,,,1
1659,28450,201705240300,2.0,,,2
1660,28450,201705240320,2.0,,,2
1661,28450,201705240350,2.0,,,2
1662,28450,201705240400,2.0,,,4
1663,28450,201705240420,2.0,,,3
1664,28450,201705240450,2.0,,,5
1665,28450,201705240500,2.0,,,5
1666,28450,201705240520,2.0,,,6
1667,28450,201705240550,2.0,,,6
1668,28450,201705240600,2.0,2.0,2.0,7
1669,28450,201705240620,2.0,,,7
1670,28450,201705240650,2.0,,,7
1671,28450,201705240700,2.0,,,8
1672,28450,201705240720,2.0,,,8
1673,28450,201705240750,2.0,,,8
1674,28450,201705240800,2.0,,,8
1675,28450,201705240820,2.0,,,8
1676,28450,201705240850,2.0,,,8
1677,28450,201705240900,2.0,,,10
1678,28450,201705240920,2.0,,,10
1679,28450,201705240950,2.0,,,11
1680,28450,201705241000,2.0,,,10
1681,28450,201705241020,2.0,,,11
1682,28450,201705241050,2.0,,,11
1683,28450,201705241100,2.0,,,11
1684,28450,201705241120,2.0,,,11
1685,28450,201705241150,2.0,,,11
1686,28450,201705241200,2.0,,,10
1687,28450,201705241220,2.0,,,10
1688,28450,201705241250,2.0,,,11
1689,28450,201705241300,2.0,,,11
1690,28450,201705241320,2.0,,,11
1691,28450,201705241350,2.0,,,11
1692,28450,201705241400,2.0,,,11
1693,28450,201705241420,2.0,,,12
1694,28450,201705241450,2.0,,,12
1695,28450,201705241500,2.0,,,12
1696,28450,201705241520,2.0,,,12
1697,28450,201705241550,2.0,,,12
1698,28450,201705241600,2.0,,,12
1699,28450,201705241620,2.0,,,12
1700,28450,201705241650,2.0,,,12
1701,28450,201705241700,2.0,,,12
1702,28450,201705241720,2.0,,,12
1703,28450,201705241750,2.0,,,12
1704,28450,201705241800,2.0,2.0,2.0,12
1705,28450,201705241820,2.0,,,11
1706,28450,201705241850,2.0,,,12
1707,28450,201705241900,2.0,,,11
1708,28450,201705241920,2.0,,,11
1709,28450,201705241950,2.0,,,11
1710,28450,201705242000,2.0,,,9
1711,28450,201705242020,2.0,,,11
1712,28450,201705242050,2.0,,,10
1713,28450,201705242100,2.0,,,9
1714,28450,201705242120,2.0,,,7
1715,28450,201705242150,2.0,,,7
1716,28450,201705242200,2.0,,,8
1717,28450,201705242220,2.0,,,7
1718,28450,201705242250,2.0,,,7
1719,28450,201705242300,2.0,,,8
1720,28450,201705242320,2.0,,,6
1721,28450,201705242350,2.0,,,7
1722,28450,201705250000,2.0,,,6
1723,28450,201705250020,2.0,,,7
1724,28450,201705250050,2.0,,,7
1725,28450,201705250100,2.0,,,7
1726,28450,201705250120,2.0,,,5
1727,28450,201705250150,2.0,,,5
1728,28450,201705250200,2.0,,,5
1729,28450,201705250220,2.0,,,3
1730,28450,201705250250,2.0,,,3
1731,28450,201705250300,2.0,,,4
1732,28450,201705250320,2.0,,,3
1733,28450,201705250350,2.0,,,5
1734,28450,201705250400,2.0,,,5
1735,28450,201705250420,2.0,,,5
1736,28450,201705250450,2.0,,,5
1737,28450,201705250500,2.0,,,6
1738,28450,201705250520,2.0,,,6
1739,28450,201705250550,2.0,,,7
1740,28450,201705250600,2.0,2.0,2.0,8
1741,28450,201705250620,2.0,,,7
1742,28450,201705250650,2.0,,,8
1743,28450,201705250700,2.0,,,9
1744,28450,201705250720,2.0,,,8
1745,28450,201705250750,2.0,,,10
1746,28450,201705250800,2.0,,,11
1747,28450,201705250820,2.0,,,10
1748,28450,201705250850,2.0,,,11
1749,28450,201705250900,2.0,,,11
1750,28450,201705250920,2.0,,,11
1751,28450,201705250950,2.0,,,12
1752,28450,201705251000,2.0,,,12
1753,28450,201705251020,2.0,,,12
1754,28450,201705251050,2.0,,,12
1755,28450,201705251100,2.0,,,13
1756,28450,201705251120,2.0,,,12
1757,28450,201705251150,2.0,,,12
1758,28450,201705251200,2.0,,,13
1759,28450,201705251220,2.0,,,13
1760,28450,201705251250,2.0,,,13
1761,28450,201705251300,2.0,,,15
1762,28450,201705251320,2.0,,,13
1763,28450,201705251350,2.0,,,12
1764,28450,201705251400,2.0,,,13
1765,28450,201705251420,2.0,,,13
1766,28450,201705251450,2.0,,,12
1767,28450,201705251500,2.0,,,13
1768,28450,201705251520,2.0,,,12
1769,28450,201705251550,2.0,,,12
1770,28450,201705251600,2.0,,,12
1771,28450,201705251620,2.0,,,10
1772,28450,201705251650,2.0,,,8
1773,28450,201705251700,2.0,,,9
1774,28450,201705251720,2.0,,,8
1775,28450,201705251750,2.0,,,8
1776,28450,201705251800,2.0,2.0,2.0,8
1777,28450,201705251820,2.0,,,7
1778,28450,201705251850,2.0,,,8
1779,28450,201705251900,2.0,,,8
1780,28450,201705251920,2.0,,,7
1781,28450,201705251950,2.0,,,7
1782,28450,201705252000,2.0,,,8
1783,28450,201705252020,2.0,,,7
1784,28450,201705252050,2.0,,,6
1785,28450,201705252100,2.0,,,7
1786,28450,201705252120,2.0,,,6
1787,28450,201705252150,2.0,,,6
1788,28450,201705252200,2.0,,,6
1789,28450,201705252220,2.0,,,5
1790,28450,201705252250,2.0,,,3
1791,28450,201705252300,2.0,,,4
1792,28450,201705252320,2.0,,,2
1793,28450,201705252350,2.0,,,2
1794,28450,201705260000,2.0,,,2
1795,28450,201705260020,2.0,,,2
1796,28450,201705260050,2.0,,,1
1797,28450,201705260100,2.0,,,1
1798,28450,201705260120,2.0,,,1
1799,28450,201705260150,2.0,,,1
1800,28450,201705260200,2.0,,,1
1801,28450,201705260220,2.0,,,1
1802,28450,201705260250,2.0,,,1
1803,28450,201705260300,2.0,,,1
1804,28450,201705260320,2.0,,,1
1805,28450,201705260350,2.0,,,2
1806,28450,201705260400,2.0,,,2
1807,28450,201705260450,2.0,,,2
1808,28450,201705260500,2.0,,,2
1809,28450,201705260520,2.0,,,2
1810,28450,201705260550,2.0,,,2
1811,28450,201705260600,2.0,2.0,2.0,3
1812,28450,201705260620,2.0,,,2
1813,28450,201705260650,2.0,,,2
1814,28450,201705260700,2.0,,,3
1815,28450,201705260720,2.0,,,2
1816,28450,201705260750,2.0,,,2
1817,28450,201705260800,2.0,,,4
1818,28450,201705260820,2.0,,,3
1819,28450,201705260850,2.0,,,3
1820,28450,201705260900,2.0,,,5
1821,28450,201705260920,2.0,,,6
1822,28450,201705260950,2.0,,,5
1823,28450,201705261000,2.0,,,5
1824,28450,201705261020,2.0,,,6
1825,28450,201705261050,2.0,,,5
1826,28450,201705261100,2.0,,,5
1827,28450,201705261120,2.0,,,5
1828,28450,201705261150,2.0,,,6
1829,28450,201705261200,2.0,,,5
1830,28450,201705261220,2.0,,,6
1831,28450,201705261250,2.0,,,6
1832,28450,201705261300,2.0,,,6
1833,28450,201705261320,2.0,,,5
1834,28450,201705261350,2.0,,,5
1835,28450,201705261400,2.0,,,6
1836,28450,201705261420,2.0,,,6
1837,28450,201705261450,2.0,,,5
1838,28450,201705261500,2.0,,,6
1839,28450,201705261520,2.0,,,6
1840,28450,201705261550,2.0,,,5
1841,28450,201705261600,2.0,,,5
1842,28450,201705261620,2.0,,,3
1843,28450,201705261650,2.0,,,5
1844,28450,201705261700,2.0,,,4
1845,28450,201705261720,2.0,,,3
1846,28450,201705261750,2.0,,,3
1847,28450,201705261800,2.0,2.0,2.0,4
1848,28450,201705261820,2.0,,,3
1849,28450,201705261850,2.0,,,3
1850,28450,201705261900,2.0,,,3
1851,28450,201705261920,2.0,,,2
1852,28450,201705261950,2.0,,,2
1853,28450,201705262000,2.0,,,2
1854,28450,201705262020,2.0,,,2
1855,28450,201705262050,2.0,,,2
1856,28450,201705262100,2.0,,,1
1857,28450,201705262120,2.0,,,1
1858,28450,201705262150,2.0,,,1
1859,28450,201705262200,2.0,,,0
1860,28450,201705262220,2.0,,,1
1861,28450,201705262250,2.0,,,0
1862,28450,201705262300,2.0,,,0
1863,28450,201705262320,2.0,,,-1
1864,28450,201705262350,2.0,,,1
1865,28450,201705270000,2.0,,,0
1866,28450,201705270020,2.0,,,1
1867,28450,201705270050,2.0,,,1
1868,28450,201705270100,2.0,,,0
1869,28450,201705270120,2.0,,,1
1870,28450,201705270150,2.0,,,0
1871,28450,201705270200,2.0,,,1
1872,28450,201705270220,2.0,,,1
1873,28450,201705270250,2.0,,,1
1874,28450,201705270300,2.0,,,1
1875,28450,201705270320,2.0,,,1
1876,28450,201705270350,2.0,,,1
1877,28450,201705270400,2.0,,,1
1878,28450,201705270420,2.0,,,1
1879,28450,201705270450,2.0,,,1
1880,28450,201705270500,2.0,,,1
1881,28450,201705270520,2.0,,,1
1882,28450,201705270550,2.0,,,2
1883,28450,201705270600,2.0,2.0,2.0,2
1884,28450,201705270620,2.0,,,2
1885,28450,201705270650,2.0,,,2
1886,28450,201705270700,2.0,,,2
1887,28450,201705270720,2.0,,,2
1888,28450,201705270750,2.0,,,2
1889,28450,201705270800,2.0,,,2
1890,28450,201705270820,2.0,,,2
1891,28450,201705270850,2.0,,,2
1892,28450,201705270900,2.0,,,2
1893,28450,201705270920,2.0,,,2
1894,28450,201705270950,2.0,,,2
1895,28450,201705271000,2.0,,,2
1896,28450,201705271020,2.0,,,2
1897,28450,201705271050,2.0,,,2
1898,28450,201705271100,2.0,,,3
1899,28450,201705271120,2.0,,,2
1900,28450,201705271150,2.0,,,3
1901,28450,201705271200,2.0,,,3
1902,28450,201705271220,2.0,,,3
1903,28450,201705271250,2.0,,,2
1904,28450,201705271300,2.0,,,3
1905,28450,201705271320,2.0,,,2
1906,28450,201705271350,2.0,,,2
1907,28450,201705271400,2.0,,,3
1908,28450,201705271420,2.0,,,3
1909,28450,201705271450,2.0,,,3
1910,28450,201705271500,2.0,,,4
1911,28450,201705271520,2.0,,,5
1912,28450,201705271550,2.0,,,5
1913,28450,201705271600,2.0,,,4
1914,28450,201705271620,2.0,,,5
1915,28450,201705271650,2.0,,,3
1916,28450,201705271700,2.0,,,4
1917,28450,201705271720,2.0,,,3
1918,28450,201705271750,2.0,,,3
1919,28450,201705271800,2.0,2.0,2.0,4
1920,28450,201705271820,2.0,,,3
1921,28450,201705271850,2.0,,,3
1922,28450,201705271900,2.0,,,4
1923,28450,201705271920,2.0,,,3
1924,28450,201705271950,2.0,,,2
1925,28450,201705272000,2.0,,,2
1926,28450,201705272020,2.0,,,2
1927,28450,201705272050,2.0,,,2
1928,28450,201705272100,2.0,,,1
1929,28450,201705272120,2.0,,,2
1930,28450,201705272150,2.0,,,2
1931,28450,201705272200,2.0,,,1
1932,28450,201705272220,2.0,,,1
1933,28450,201705272250,2.0,,,1
1934,28450,201705272300,2.0,,,0
1935,28450,201705272320,2.0,,,0
1936,28450,201705272350,2.0,,,1
1937,28450,201705280000,2.0,,,1
1938,28450,201705280020,2.0,,,0
1939,28450,201705280050,2.0,,,0
1940,28450,201705280100,2.0,,,0
1941,28450,201705280120,2.0,,,1
1942,28450,201705280150,2.0,,,1
1943,28450,201705280200,2.0,,,0
1944,28450,201705280220,2.0,,,1
1945,28450,201705280250,2.0,,,1
1946,28450,201705280300,2.0,,,0
1947,28450,201705280320,2.0,,,1
1948,28450,201705280350,2.0,,,2
1949,28450,201705280400,2.0,,,1
1950,28450,201705280420,2.0,,,2
1951,28450,201705280450,2.0,,,2
1952,28450,201705280500,2.0,,,2
1953,28450,201705280520,2.0,,,2
1954,28450,201705280550,2.0,,,2
1955,28450,201705280600,2.0,2.0,2.0,2
1956,28450,201705280620,2.0,,,2
1957,28450,201705280650,2.0,,,2
1958,28450,201705280700,2.0,,,3
1959,28450,201705280720,2.0,,,2
1960,28450,201705280750,2.0,,,1
1961,28450,201705280800,2.0,,,1
1962,28450,201705280820,2.0,,,1
1963,28450,201705280850,2.0,,,1
1964,28450,201705280900,2.0,,,1
1965,28450,201705280920,2.0,,,1
1966,28450,201705280950,2.0,,,2
1967,28450,201705281000,2.0,,,1
1968,28450,201705281020,2.0,,,2
1969,28450,201705281050,2.0,,,2
1970,28450,201705281100,2.0,,,2
1971,28450,201705281120,2.0,,,2
1972,28450,201705281150,2.0,,,2
1973,28450,201705281200,2.0,,,2
1974,28450,201705281220,2.0,,,2
1975,28450,201705281250,2.0,,,2
1976,28450,201705281300,2.0,,,2
1977,28450,201705281320,2.0,,,2
1978,28450,201705281350,2.0,,,2
1979,28450,201705281400,2.0,,,1
1980,28450,201705281420,2.0,,,2
1981,28450,201705281450,2.0,,,2
1982,28450,201705281500,2.0,,,1
1983,28450,201705281520,2.0,,,2
1984,28450,201705281550,2.0,,,2
1985,28450,201705281600,2.0,,,1
1986,28450,201705281620,2.0,,,2
1987,28450,201705281650,2.0,,,2
1988,28450,201705281700,2.0,,,1
1989,28450,201705281720,2.0,,,1
1990,28450,201705281750,2.0,,,1
1991,28450,201705281800,2.0,2.0,2.0,0
1992,28450,201705281820,2.0,,,1
1993,28450,201705281850,2.0,,,1
1994,28450,201705281900,2.0,,,0
1995,28450,201705281920,2.0,,,0
1996,28450,201705281950,2.0,,,0
1997,28450,201705282000,2.0,,,0
1998,28450,201705282020,2.0,,,1
1999,28450,201705282050,2.0,,,1
2000,28450,201705282100,2.0,,,0
2001,28450,201705282120,2.0,,,1
2002,28450,201705282150,2.0,,,1
2003,28450,201705282200,2.0,,,0
2004,28450,201705282220,2.0,,,1
2005,28450,201705282250,2.0,,,1
2006,28450,201705282300,2.0,,,0
2007,28450,201705282320,2.0,,,1
2008,28450,201705282350,2.0,,,1
2009,28450,201705290000,2.0,,,0
2010,28450,201705290020,2.0,,,0
2011,28450,201705290050,2.0,,,0
2012,28450,201705290100,2.0,,,0
2013,28450,201705290120,2.0,,,0
2014,28450,201705290150,2.0,,,0
2015,28450,201705290200,2.0,,,0
2016,28450,201705290220,2.0,,,0
2017,28450,201705290250,2.0,,,1
2018,28450,201705290300,2.0,,,1
2019,28450,201705290320,2.0,,,1
2020,28450,201705290350,2.0,,,2
2021,28450,201705290400,2.0,,,2
2022,28450,201705290420,2.0,,,2
2023,28450,201705290450,2.0,,,2
2024,28450,201705290500,2.0,,,3
2025,28450,201705290520,2.0,,,3
2026,28450,201705290550,2.0,,,3
2027,28450,201705290600,2.0,2.0,2.0,4
2028,28450,201705290620,2.0,,,5
2029,28450,201705290650,2.0,,,5
2030,28450,201705290700,2.0,,,5
2031,28450,201705290720,2.0,,,3
2032,28450,201705290750,2.0,,,5
2033,28450,201705290800,2.0,,,6
2034,28450,201705290820,2.0,,,5
2035,28450,201705290850,2.0,,,3
2036,28450,201705290900,2.0,,,4
2037,28450,201705290920,2.0,,,3
2038,28450,201705291050,2.0,,,3
2039,28450,201705291100,2.0,,,5
2040,28450,201705291120,2.0,,,6
2041,28450,201705291150,2.0,,,5
2042,28450,201705291200,2.0,,,5
2043,28450,201705291220,2.0,,,5
2044,28450,201705291250,2.0,,,6
2045,28450,201705291300,2.0,,,6
2046,28450,201705291320,2.0,,,6
2047,28450,201705291350,2.0,,,6
2048,28450,201705291400,2.0,,,6
2049,28450,201705291420,2.0,,,6
2050,28450,201705291450,2.0,,,6
2051,28450,201705291500,2.0,,,6
2052,28450,201705291520,2.0,,,6
2053,28450,201705291550,2.0,,,6
2054,28450,201705291600,2.0,,,6
2055,28450,201705291620,2.0,,,6
2056,28450,201705291650,2.0,,,5
2057,28450,201705291700,2.0,,,5
2058,28450,201705291720,2.0,,,5
2059,28450,201705291750,2.0,,,5
2060,28450,201705291800,2.0,2.0,2.0,5
2061,28450,201705291820,2.0,,,5
2062,28450,201705291850,2.0,,,5
2063,28450,201705291900,2.0,,,4
2064,28450,201705291920,2.0,,,3
2065,28450,201705291950,2.0,,,2
2066,28450,201705292000,2.0,,,3
2067,28450,201705292020,2.0,,,2
2068,28450,201705292050,2.0,,,2
2069,28450,201705292100,2.0,,,2
2070,28450,201705292120,2.0,,,2
2071,28450,201705292150,2.0,,,2
2072,28450,201705292200,2.0,,,1
2073,28450,201705292220,2.0,,,1
2074,28450,201705292250,2.0,,,0
2075,28450,201705292300,2.0,,,0
2076,28450,201705292320,2.0,,,0
2077,28450,201705292350,2.0,,,0
2078,28450,201705300000,2.0,,,0
2079,28450,201705300020,2.0,,,0
2080,28450,201705300050,2.0,,,0
2081,28450,201705300100,2.0,,,0
2082,28450,201705300120,2.0,,,-1
2083,28450,201705300150,2.0,,,0
2084,28450,201705300200,2.0,,,0
2085,28450,201705300220,2.0,,,0
2086,28450,201705300250,2.0,,,1
2087,28450,201705300300,2.0,,,1
2088,28450,201705300320,2.0,,,2
2089,28450,201705300350,2.0,,,2
2090,28450,201705300400,2.0,,,2
2091,28450,201705300420,2.0,,,2
2092,28450,201705300450,2.0,,,2
2093,28450,201705300500,2.0,,,3
2094,28450,201705300520,2.0,,,2
2095,28450,201705300550,2.0,,,3
2096,28450,201705300600,2.0,2.0,2.0,5
2097,28450,201705300620,2.0,,,3
2098,28450,201705300650,2.0,,,5
2099,28450,201705300700,2.0,,,6
2100,28450,201705300720,2.0,,,5
2101,28450,201705300750,2.0,,,5
2102,28450,201705300800,2.0,,,5
2103,28450,201705300820,2.0,,,5
2104,28450,201705300850,2.0,,,5
2105,28450,201705300900,2.0,,,6
2106,28450,201705300920,2.0,,,7
2107,28450,201705300950,2.0,,,7
2108,28450,201705301000,2.0,,,7
2109,28450,201705301020,2.0,,,6
2110,28450,201705301050,2.0,,,7
2111,28450,201705301100,2.0,,,7
2112,28450,201705301120,2.0,,,7
2113,28450,201705301150,2.0,,,7
2114,28450,201705301200,2.0,,,8
2115,28450,201705301220,2.0,,,7
2116,28450,201705301250,2.0,,,7
2117,28450,201705301300,2.0,,,7
2118,28450,201705301320,2.0,,,7
2119,28450,201705301350,2.0,,,7
2120,28450,201705301400,2.0,,,8
2121,28450,201705301420,2.0,,,7
2122,28450,201705301450,2.0,,,7
2123,28450,201705301500,2.0,,,8
2124,28450,201705301520,2.0,,,7
2125,28450,201705301550,2.0,,,7
2126,28450,201705301600,2.0,,,8
2127,28450,201705301620,2.0,,,7
2128,28450,201705301650,2.0,,,7
2129,28450,201705301700,2.0,,,7
2130,28450,201705301720,2.0,,,7
2131,28450,201705301750,2.0,,,7
2132,28450,201705301800,2.0,2.0,2.0,7
2133,28450,201705301820,2.0,,,7
2134,28450,201705301850,2.0,,,6
2135,28450,201705301900,2.0,,,6
2136,28450,201705301920,2.0,,,6
2137,28450,201705301950,2.0,,,6
2138,28450,201705302000,2.0,,,6
2139,28450,201705302020,2.0,,,5
2140,28450,201705302050,2.0,,,5
2141,28450,201705302100,2.0,,,5
2142,28450,201705302120,2.0,,,5
2143,28450,201705302150,2.0,,,5
2144,28450,201705302200,2.0,,,5
2145,28450,201705302220,2.0,,,3
2146,28450,201705302250,2.0,,,3
2147,28450,201705302300,2.0,,,4
2148,28450,201705302320,2.0,,,3
2149,28450,201705302350,2.0,,,2
2150,28450,201705310000,2.0,,,3
2151,28450,201705310020,2.0,,,2
2152,28450,201705310050,2.0,,,2
2153,28450,201705310100,2.0,,,2
2154,28450,201705310120,2.0,,,2
2155,28450,201705310150,2.0,,,2
2156,28450,201705310200,2.0,,,2
2157,28450,201705310220,2.0,,,2
2158,28450,201705310250,2.0,,,1
2159,28450,201705310300,2.0,,,1
2160,28450,201705310320,2.0,,,1
2161,28450,201705310350,2.0,,,1
2162,28450,201705310400,2.0,,,0
2163,28450,201705310420,2.0,,,1
2164,28450,201705310450,2.0,,,1
2165,28450,201705310500,2.0,,,0
2166,28450,201705310520,2.0,,,1
2167,28450,201705310550,2.0,,,2
2168,28450,201705310600,2.0,2.0,2.0,2
2169,28450,201705310620,2.0,,,2
2170,28450,201705310650,2.0,,,2
2171,28450,201705310700,2.0,,,2
2172,28450,201705310720,2.0,,,3
2173,28450,201705310750,2.0,,,3
2174,28450,201705310800,2.0,,,5
2175,28450,201705310820,2.0,,,5
2176,28450,201705310850,2.0,,,3
2177,28450,201705310900,2.0,,,4
2178,28450,201705310920,2.0,,,5
2179,28450,201705310950,2.0,,,5
2180,28450,201705311000,2.0,,,6
2181,28450,201705311020,2.0,,,6
2182,28450,201705311050,2.0,,,5
2183,28450,201705311100,2.0,,,5
2184,28450,201705311120,2.0,,,7
2185,28450,201705311150,2.0,,,7
2186,28450,201705311200,2.0,,,5
2187,28450,201705311220,2.0,,,6
2188,28450,201705311250,2.0,,,7
2189,28450,201705311300,2.0,,,7
2190,28450,201705311320,2.0,,,5
2191,28450,201705311350,2.0,,,6
2192,28450,201705311400,2.0,,,6
2193,28450,201705311420,2.0,,,6
2194,28450,201705311450,2.0,,,3
2195,28450,201705311500,2.0,,,4
2196,28450,201705311520,2.0,,,5
2197,28450,201705311550,2.0,,,6
2198,28450,201705311600,2.0,,,6
2199,28450,201705311620,2.0,,,6
2200,28450,201705311650,2.0,,,6
2201,28450,201705311700,2.0,,,6
2202,28450,201705311720,2.0,,,5
2203,28450,201705311750,2.0,,,5
2204,28450,201705311800,2.0,2.0,2.0,5
2205,28450,201705311820,2.0,,,5
2206,28450,201705311850,2.0,,,3
2207,28450,201705311900,2.0,,,4
2208,28450,201705311920,2.0,,,2
2209,28450,201705311950,2.0,,,2
2210,28450,201705312000,2.0,,,2
2211,28450,201705312020,2.0,,,2
2212,28450,201705312050,2.0,,,2
2213,28450,201705312100,2.0,,,2
2214,28450,201705312120,2.0,,,1
2215,28450,201705312150,2.0,,,1
2216,28450,201705312200,2.0,,,1
2217,28450,201705312220,2.0,,,0
2218,28450,201705312250,2.0,,,0
2219,28450,201705312300,2.0,,,0
2220,28450,201705312320,2.0,,,0
2221,28450,201705312350,2.0,,,-1
2222,28450,201706010000,2.0,,,0
2223,28450,201706010020,2.0,,,-1
2224,28450,201706010050,2.0,,,-1
2225,28450,201706010100,2.0,,,0
2226,28450,201706010120,2.0,,,-1
2227,28450,201706010150,2.0,,,-1
2228,28450,201706010200,2.0,,,0
2229,28450,201706010220,2.0,,,-1
2230,28450,201706010250,2.0,,,0
2231,28450,201706010300,2.0,,,0
2232,28450,201706010320,2.0,,,1
2233,28450,201706010350,2.0,,,1
2234,28450,201706010400,2.0,,,1
2235,28450,201706010420,2.0,,,1
2236,28450,201706010450,2.0,,,2
